manufacturer_id,center_name,address,phone,latitude,longitude,region_id
1,메르세데스벤츠 KCC오토 부천서비스센터,경기 부천시 원미구 길주로 443,032-713-4533,37.5049397677661,126.791480786366,2
1,메르세데스-벤츠 한성자동차 춘천 서비스센터,강원특별자치도 춘천시 춘주로 68,033-903-5100,37.8627972326041,127.717600198548,9
1,메르세데스벤츠 더클래스효성 청주서비스센터,충북 청주시 서원구 남이면 2순환로 1728,043-299-9090,36.5963134693455,127.470141415876,10
1,메르세데스벤츠 트럭 청원서비스센터,충북 청주시 서원구 남이면 연청로 1288-8,043-260-6611,36.530418486983564,127.41476713970981,11
1,HS효성더클래스 메르세데스 벤츠 청주 오송서비스센터,충북 청주시 흥덕구 오송읍 가로수로 236,043-820-9090,36.6122457356076,127.330280773603,12
1,메르세데스벤츠 KCC오토 강서목동서비스센터,서울 강서구 공항대로 653-23,02-6355-0100,37.5484237649977,126.877571520068,13
1,메르세데스벤츠 트럭 대구서비스센터,경북 칠곡군 왜관읍 현대로 133,054-701-0015,35.987180687287115,128.43529878530893,17
1,메르세데스벤츠 신성자동차 광주수완서비스센터,광주 광산구 임방울대로 565,062-961-0090,35.208836480996695,126.82345966127671,18
1,메르세데스벤츠 KCC오토 제주삼양서비스센터,제주특별자치도 제주시 원당로 10,,33.5220999430302,126.588988015704,19
1,메르세데스벤츠 트럭 제주서비스센터,제주특별자치도 제주시 애월읍 항몽로 505,064-799-4398,33.44284612942497,126.41772901172531,19
1,메르세데스벤츠 KCC오토 제주서비스센터,제주특별자치도 제주시 연삼로 101,064-800-9898,33.49371990642707,126.50340747693586,19
1,메르세데스벤츠 밴 용인서비스센터,경기 용인시 처인구 포곡읍 곡현로 346,031-333-0260,37.3156213595594,127.220480100201,21
1,메르세데스벤츠 모터원 파주서비스센터,경기 파주시 파주읍 센트럴산단로 10-26,1899-7772,37.81685561866534,126.79363431870264,23
1,메르세데스벤츠 한성자동차 수원권선서비스센터,경기 수원시 권선구 경수대로 123,031-8092-8100,37.238246659596655,127.01844518507397,26
1,메르세데스벤츠 트럭 연천서비스센터,경기 연천군 전곡읍 양연로 703,031-833-5997,37.968131097626056,127.00746212117707,29
1,메르세데스벤츠 한성모터스 남천 서비스센터,부산 수영구 수영로 434,051-750-2800,35.1445323882367,129.109834170282,33
1,메르세데스벤츠 한성모터스 사상 서비스센터,부산 사상구 가야대로 45,051-323-3421,35.1519471801221,128.977818513243,33
1,메르세데스벤츠 스타자동차 해운대서비스센터,부산 해운대구 해운대로 287,,35.1748252612805,129.131662855088,33
1,메르세데스벤츠 한성모터스 부산북구서비스센터,부산 북구 금곡대로 66-11,051-678-7800,35.2158517227368,129.00538854658,33
1,메르세데스벤츠 스타자동차 해운대전시장,부산 해운대구 해운대로 277,051-709-6300,35.1755992511328,129.131309909753,33
1,메르세데스벤츠 신성자동차 소촌서비스센터,광주 광산구 어등대로603번길 20,062-942-7200,35.1498705281793,126.790520301323,34
1,메르세데스벤츠 트럭 서광산업 광주서비스센터,광주 광산구 평동산단3번로 105,,35.131079060779484,126.76177948174143,34
1,메르세데스벤츠 신성자동차 광주화정서비스센터,광주 서구 상무대로 1041,062-376-2556,35.152200777683774,126.87578748346233,34
1,서광산업,광주 광산구 평동산단3번로 105,062-943-4936,35.131135737848055,126.76218307975503,34
1,메르세데스벤츠 한성자동차 대전유성서비스센터,대전 유성구 북유성대로 352,042-359-6100,36.395522986428986,127.31283410967845,35
1,메르세데스벤츠 트럭 서산서비스센터,충남 서산시 성연면 메지골길 3,041-664-6116,36.8055829333282,126.441292994377,36
1,메르세데스벤츠 진모터스 군산서비스센터,전북특별자치도 군산시 백릉3길 2,063-443-8955,35.9711748280935,126.729803540896,38
1,메르세데스벤츠트럭 당진서비스센터,충남 당진시 신평면 샛터로 118-46,041-362-0334,36.8867065722828,126.809408653092,39
1,메르세데스벤츠트럭 제천서비스센터,충북 제천시 강저로 47,043-642-0120,37.1189256030285,128.222482872407,41
1,메르세데스-벤츠 한성자동차 대전 서비스센터,대전 대덕구 신탄진로583번길 11,042-606-3000,36.4307194072609,127.421678831171,45
1,한성자동차 대전서비스센터,대전 대덕구 신탄진로583번길 11,042-606-3000,36.4307446550554,127.421674507003,45
1,메르세데스벤츠 한성자동차 대전전시장,대전 대덕구 한밭대로 1138,042-363-2000,36.35857141931889,127.42489023945812,45
1,HS효성더클래스 메르세데스 벤츠 천안 서비스센터,충남 천안시 서북구 번영로 547,041-620-7070,36.8488177210405,127.12318751591567,48
